square_footage,bedrooms,bathrooms,lot_size,year_built,house_age,neighborhood_quality,distance_to_city_center,garage_spaces,has_pool,has_garden,school_rating,crime_rate,renovated,condition,property_type,price
2853,4,3.0,7308,1991,33,High,1.78,1,0,0,9.0,0.44,1,Good,Townhouse,568500
1851,4,3.5,6722,1994,30,Medium,4.43,2,1,0,3.0,1.13,0,Fair,Condo,255000
3044,4,3.0,2151,1963,61,High,11.27,2,0,1,4.0,1.16,0,Excellent,Condo,594400
2104,3,2.5,15126,1978,46,Medium,7.43,2,0,0,10.0,3.62,0,Good,Townhouse,318800
1764,1,2.5,9641,1955,69,Premium,9.33,1,0,0,10.0,0.36,0,Fair,Multi-Family,335900
1571,4,3.0,6278,1956,68,Low,2.65,0,0,1,3.0,5.3,1,Good,Single Family,187300
1788,4,3.0,12648,1986,38,High,5.25,0,0,0,3.0,4.29,0,Fair,Condo,279400
1728,5,3.5,4595,2002,22,Premium,0.5,1,0,1,8.0,0.62,0,Poor,Single Family,365400
2119,5,4.0,9423,1967,57,High,13.61,1,0,0,8.0,3.81,0,Good,Single Family,382700
2112,5,4.0,7396,1987,37,Low,36.76,3,0,1,6.0,3.31,0,Good,Single Family,236400
2002,3,2.5,10235,2008,16,Medium,4.18,2,0,1,4.0,4.14,0,Good,Townhouse,300300
2306,3,1.5,7777,1950,74,High,0.5,2,0,0,1.0,0.63,0,Fair,Single Family,358600
2833,4,3.0,2922,2017,7,Low,1.49,2,0,1,4.0,0.51,1,Good,Condo,329700
2665,3,3.0,8265,1993,31,High,8.46,1,0,1,8.0,0.81,1,Fair,Single Family,443700
961,2,2.0,11671,1996,28,High,7.58,3,0,1,6.0,1.37,1,Good,Single Family,249700
500,5,4.5,7898,1984,40,High,12.4,1,0,0,2.0,4.73,0,Good,Multi-Family,133600
2654,5,3.5,10713,2009,15,Low,2.34,0,0,0,3.0,4.02,0,Good,Single Family,290800
1043,3,2.5,4341,2001,23,High,11.54,1,1,1,7.0,7.79,0,Excellent,Single Family,242600
1843,2,1.5,7908,1957,67,High,9.32,2,0,1,4.0,0.18,0,Excellent,Single Family,386000
1181,3,1.5,5814,1990,34,High,3.12,2,0,0,4.0,0.03,0,Excellent,Condo,351900
739,5,4.0,10614,1952,72,Low,6.31,0,0,0,5.0,3.6,1,Excellent,Single Family,146700
2379,5,3.0,8110,2018,6,Low,1.27,2,0,0,8.0,0.98,0,Excellent,Single Family,357100
2531,3,2.0,10415,1963,61,Medium,4.82,1,0,0,7.0,1.22,1,Excellent,Condo,404100
1596,2,1.5,11807,1975,49,Low,17.04,0,0,0,9.0,2.37,0,Excellent,Single Family,177300
500,5,4.0,10421,2019,5,High,4.37,2,0,0,5.0,0.32,0,Good,Townhouse,230100
1618,3,1.5,8956,2007,17,Premium,14.64,2,0,0,1.0,3.09,0,Fair,Single Family,296700
2274,4,3.5,4506,1989,35,Medium,7.14,2,0,0,4.0,1.18,0,Poor,Single Family,211300
965,6,5.0,7990,2000,24,High,1.7,2,0,1,6.0,3.0,0,Excellent,Condo,364100
2128,2,1.0,6134,1954,70,Low,6.96,2,0,0,6.0,5.39,1,Good,Townhouse,221500
1989,4,2.0,6796,1981,43,Low,5.64,2,0,0,9.0,0.56,1,Excellent,Townhouse,281600
2406,2,1.5,6689,1950,74,Low,4.07,2,0,0,10.0,8.02,0,Good,Condo,238400
2084,3,2.0,4570,2003,21,Medium,1.02,2,0,1,5.0,2.27,0,Good,Single Family,313700
1319,5,4.0,1149,1960,64,Premium,4.31,3,0,1,5.0,7.69,1,Good,Single Family,356400
2838,3,2.0,5661,2002,22,Low,0.6,3,0,1,6.0,0.7,1,Excellent,Single Family,384000
1889,6,3.5,8677,1957,67,High,0.83,0,0,0,6.0,2.78,0,Fair,Townhouse,348600
1981,4,3.0,3281,1974,50,Medium,4.3,2,0,1,3.0,1.55,1,Excellent,Townhouse,353100
1347,3,2.0,8055,1989,35,Premium,2.92,1,0,1,6.0,4.46,0,Excellent,Multi-Family,406200
1690,3,2.5,14651,1981,43,Low,20.78,1,0,0,8.0,2.79,0,Good,Single Family,204100
1381,3,2.0,11581,1977,47,Medium,3.77,2,0,1,6.0,2.05,0,Good,Single Family,210900
1879,3,3.5,13752,1952,72,Low,11.35,0,1,1,5.0,7.33,0,Poor,Condo,139800
3198,2,1.0,9369,2011,13,Medium,6.04,2,0,1,3.0,1.42,0,Poor,Condo,298100
1040,3,3.0,12086,1976,48,Medium,9.74,2,1,1,1.0,0.75,0,Good,Condo,178800
871,3,2.0,5466,1994,30,Premium,2.41,1,0,1,5.0,2.81,0,Fair,Townhouse,240100
3030,4,3.5,5745,1974,50,High,22.77,1,0,0,6.0,2.93,1,Fair,Single Family,397300
1853,4,3.0,1000,2010,14,High,6.04,3,0,1,6.0,1.73,1,Excellent,Single Family,505800
1532,4,3.5,12152,1993,31,Medium,14.24,1,0,0,6.0,2.0,0,Good,Single Family,234400
2728,1,1.0,13391,1995,29,Low,3.63,1,0,1,3.0,9.62,0,Good,Single Family,276300
1576,3,1.5,6064,1963,61,Medium,0.84,1,0,0,4.0,3.96,0,Fair,Single Family,174200
3278,4,4.0,7111,1957,67,Premium,8.96,2,0,1,3.0,0.35,0,Excellent,Single Family,878000
2475,3,2.0,5361,1997,27,High,0.5,2,0,0,2.0,0.72,0,Excellent,Single Family,529600
1658,1,1.0,9339,1963,61,Premium,5.16,2,0,0,8.0,11.14,0,Good,Condo,338500
3510,5,4.5,11937,2014,10,High,1.71,1,1,0,7.0,3.89,0,Excellent,Townhouse,820100
1576,4,2.5,1900,1956,68,Low,7.9,2,1,0,8.0,7.4,0,Excellent,Townhouse,194400
2519,4,3.5,9433,1998,26,Medium,31.07,2,0,1,6.0,1.09,0,Good,Single Family,306100
2210,2,1.0,7032,2004,20,Low,4.99,1,1,0,7.0,4.06,1,Good,Single Family,296800
2911,4,3.0,8397,1962,62,Medium,13.61,2,1,1,1.0,3.76,0,Fair,Single Family,373000
3093,4,3.0,9606,2022,2,Low,5.67,2,0,0,10.0,1.05,0,Fair,Multi-Family,296800
2022,4,2.0,7341,2005,19,Medium,5.48,2,0,0,5.0,2.4,0,Fair,Single Family,282500
1473,4,2.5,7637,2005,19,High,21.32,0,0,0,4.0,2.96,0,Poor,Single Family,158200
2322,5,4.5,7251,1964,60,Premium,17.66,1,0,0,10.0,1.97,0,Fair,Townhouse,437200
1526,4,3.5,11396,2006,18,High,12.33,1,0,1,3.0,5.27,1,Excellent,Single Family,382300
3409,2,1.5,9466,2007,17,Premium,2.81,1,0,1,2.0,5.37,0,Fair,Townhouse,669600
2096,4,3.0,8772,1984,40,Low,6.3,2,0,0,9.0,5.7,1,Excellent,Single Family,307800
1744,4,3.0,3552,1965,59,Low,2.03,0,0,1,8.0,4.88,0,Good,Single Family,214800
2129,4,4.0,6675,1957,67,High,4.69,2,0,0,10.0,2.01,0,Fair,Single Family,366000
1057,2,1.5,11145,1994,30,Medium,5.3,1,0,0,2.0,1.44,0,Good,Townhouse,166000
1320,2,1.5,8132,1989,35,Medium,14.25,1,0,1,6.0,5.34,0,Fair,Townhouse,173900
2840,5,4.5,10308,2003,21,Medium,18.11,2,1,0,3.0,2.02,0,Excellent,Condo,482300
1540,4,2.5,14183,1963,61,Medium,4.28,1,0,1,3.0,0.85,1,Excellent,Single Family,292600
1267,5,4.5,11635,2008,16,Medium,0.5,2,0,1,5.0,2.12,0,Poor,Single Family,188700
2376,4,2.0,8326,2002,22,Medium,15.83,0,1,1,7.0,0.46,0,Excellent,Multi-Family,406600
2830,4,4.0,6212,1976,48,Medium,1.53,1,1,1,7.0,3.53,1,Good,Condo,439500
2503,4,3.0,1000,1996,28,High,7.78,2,0,0,10.0,1.23,0,Fair,Townhouse,396300
2697,5,3.5,7411,1955,69,Medium,0.5,2,0,0,1.0,0.91,0,Good,Single Family,383200
1470,4,2.0,6859,2004,20,Medium,4.08,1,1,0,7.0,9.41,0,Good,Single Family,252800
1005,4,2.5,9366,1993,31,Low,34.13,1,0,0,7.0,4.5,0,Fair,Single Family,82900
3051,2,1.0,7461,1967,57,Medium,0.85,2,0,1,6.0,4.64,0,Excellent,Condo,463300
1774,3,2.0,6879,1965,59,High,4.41,3,0,1,6.0,2.93,0,Fair,Townhouse,337900
1824,4,3.0,1772,1961,63,High,2.94,2,0,1,,5.48,0,Good,Single Family,328800
2930,3,3.0,4710,1969,55,High,18.84,1,0,1,3.0,4.27,0,Poor,Single Family,317700
2389,3,2.5,9668,1994,30,Medium,16.28,3,0,0,3.0,2.74,0,Excellent,Single Family,370100
2319,3,2.5,14006,2013,11,High,2.17,0,1,1,3.0,9.74,0,Excellent,Single Family,559000
3516,3,1.5,7659,2008,16,High,0.68,0,0,1,2.0,0.64,0,Fair,Multi-Family,541200
1550,3,1.5,9147,1971,53,Medium,7.89,2,0,1,9.0,8.61,1,Good,Single Family,249800
2649,3,3.5,11334,1996,28,Medium,3.28,1,0,0,6.0,1.54,0,Fair,Townhouse,320500
2040,5,3.5,5162,1978,46,Medium,8.92,0,1,1,2.0,2.25,1,Excellent,Condo,334300
2188,4,4.0,9284,1994,30,High,0.5,1,0,0,3.0,0.39,0,Fair,Townhouse,380400
3070,2,1.5,5408,1958,66,High,1.15,1,0,1,10.0,2.33,0,Excellent,Multi-Family,619400
2355,2,1.5,11027,1973,51,Low,9.28,2,1,1,6.0,2.83,0,Excellent,Condo,255000
2377,4,3.5,8530,1964,60,High,1.91,2,0,0,4.0,18.23,1,Good,Townhouse,429600
2751,3,3.0,9045,1985,39,Low,15.59,1,0,1,7.0,11.09,0,Fair,Single Family,189500
1745,5,3.5,5261,1962,62,Low,0.5,2,1,1,6.0,10.18,1,Good,Condo,240000
1413,4,3.0,10475,1993,31,Premium,1.94,3,1,0,6.0,1.28,1,Good,Townhouse,510500
1269,4,3.0,15296,2020,4,Premium,50.0,2,0,1,3.0,14.22,0,Good,Single Family,235100
624,3,2.5,4472,2021,3,Low,4.54,1,1,1,8.0,1.82,0,Good,Condo,127700
3439,4,3.5,6811,1985,39,Medium,9.71,3,0,1,9.0,5.73,0,Good,Townhouse,493000
1228,3,2.5,8811,2010,14,Low,1.61,2,0,1,6.0,0.73,0,Good,Townhouse,164000
1845,5,4.0,10752,1989,35,Medium,7.53,0,1,1,2.0,2.11,0,Excellent,Single Family,364600
1806,4,4.0,6042,1976,48,High,10.36,0,1,1,1.0,10.15,1,Fair,Condo,334400
2215,3,2.5,1000,1950,74,Premium,3.02,1,0,0,3.0,8.81,0,Good,Single Family,424100
2571,3,2.5,12757,1983,41,High,14.12,2,0,0,3.0,3.45,0,Excellent,Condo,491200
2602,2,1.0,10662,2017,7,Medium,7.4,1,0,1,8.0,4.8,0,Fair,Single Family,323400
1592,4,1.5,1900,1970,54,High,3.94,2,0,1,5.0,0.58,1,Good,Condo,360500
1883,3,2.5,5874,1982,42,Medium,6.53,0,0,1,1.0,3.84,0,Excellent,Single Family,281100
2198,4,3.0,13489,1956,68,Premium,6.88,3,0,1,4.0,2.89,1,Good,Single Family,609200
1826,3,2.0,13067,2014,10,Premium,1.45,1,0,1,7.0,0.29,1,Poor,Single Family,383400
3125,4,3.0,11285,1952,72,High,4.12,3,0,0,5.0,0.36,0,Fair,Single Family,462100
2344,5,3.5,7384,2000,24,Medium,3.37,3,0,1,10.0,0.34,0,Good,Condo,417700
2514,4,3.5,8290,2003,21,Medium,4.1,0,0,0,6.0,3.87,0,Fair,Townhouse,311100
2464,4,3.0,7542,2023,1,Low,11.45,1,0,1,10.0,0.46,0,Excellent,Single Family,335100
2821,2,1.0,11949,2008,16,High,5.27,0,0,1,4.0,1.89,1,Good,Single Family,472300
2127,2,2.0,4935,1955,69,Medium,22.55,3,1,1,2.0,1.32,0,Fair,Single Family,205300
1092,4,3.0,5180,1978,46,Medium,2.78,2,0,0,9.0,2.4,0,Excellent,Condo,219100
2280,3,2.5,11536,1966,58,Medium,4.3,0,0,1,2.0,3.68,0,Good,Single Family,276400
1544,3,2.0,7845,2009,15,High,12.37,0,0,1,2.0,3.46,0,Fair,Single Family,242700
1630,1,1.0,12825,1971,53,Low,6.32,1,0,1,2.0,2.17,0,Good,Single Family,171200
2410,3,2.5,5650,1973,51,Premium,6.34,3,0,0,1.0,1.87,0,Fair,Single Family,461500
2867,1,1.0,7808,2000,24,Premium,0.5,2,0,1,3.0,1.52,1,Excellent,Single Family,784100
2015,5,4.0,4772,1999,25,Premium,4.07,2,0,1,6.0,5.94,0,Good,Single Family,515100
2216,3,2.0,8026,1960,64,Medium,2.53,1,0,1,7.0,1.21,0,Excellent,Condo,387200
3192,4,2.0,2825,2005,19,Medium,50.0,0,0,1,1.0,0.9,1,Good,Condo,297500
2169,1,1.0,6293,2020,4,Medium,2.95,3,0,0,5.0,4.08,1,Excellent,Single Family,383300
3821,4,,2973,1991,33,Medium,17.27,0,1,0,5.0,1.34,0,Fair,Condo,429300
2396,3,2.0,10429,1988,36,Low,9.02,3,0,1,1.0,5.63,0,Excellent,Single Family,293700
767,5,3.5,10508,2018,6,High,3.34,1,0,0,4.0,1.19,0,Excellent,Multi-Family,294800
2527,5,4.5,1944,1997,27,Medium,6.27,0,0,1,10.0,3.63,0,Good,Single Family,414800
2267,3,2.0,12669,2006,18,Premium,14.69,2,0,0,1.0,0.14,1,Excellent,Condo,624600
2903,5,3.0,16741,1970,54,Low,17.19,3,1,1,1.0,1.46,0,Excellent,Condo,393200
2471,6,4.5,8161,1969,55,High,1.4,3,0,0,7.0,1.26,1,Excellent,Single Family,666400
1903,5,3.5,5756,1964,60,High,3.32,1,1,1,7.0,5.09,0,Good,Multi-Family,392700
1143,5,3.0,17885,2018,6,High,3.27,1,0,0,3.0,10.24,0,Good,Single Family,300400
1854,3,2.0,3384,2000,24,Premium,0.5,2,1,0,7.0,1.85,0,Excellent,Condo,609300
1405,4,3.5,8070,2011,13,High,7.3,2,0,0,3.0,5.23,0,Excellent,Single Family,329100
1594,2,1.5,8629,1986,38,Premium,15.44,2,0,0,2.0,3.61,0,Good,Single Family,338300
2412,2,1.5,12708,1955,69,Medium,3.84,1,0,1,10.0,10.27,0,Excellent,Condo,364500
3169,6,5.5,9259,2020,4,Medium,10.78,3,0,0,4.0,5.0,0,Poor,Single Family,319500
2276,3,2.0,6255,1975,49,Low,7.9,2,0,1,10.0,0.24,1,Excellent,Single Family,317900
1163,4,3.0,4671,1957,67,Low,3.77,2,0,1,3.0,3.75,0,Fair,Single Family,117000
2311,5,3.5,6804,2022,2,Medium,1.22,2,0,1,7.0,2.3,1,Fair,Condo,350500
2838,5,3.0,4476,1953,71,Low,9.88,1,1,1,1.0,0.05,0,Good,Single Family,281900
1573,6,4.0,8167,1970,54,Medium,15.42,3,0,1,6.0,0.87,1,Good,Single Family,281500
1906,3,2.0,6025,1980,44,Low,9.26,2,0,1,2.0,7.64,1,Good,Condo,192500
2010,1,1.0,2771,1970,54,Low,0.5,2,1,1,8.0,7.81,0,Good,Single Family,204100
1451,3,3.5,12393,1974,50,Premium,1.95,3,1,0,5.0,4.81,1,Good,Single Family,475000
2454,2,1.0,6258,1964,60,Low,0.58,2,0,1,3.0,12.02,0,Fair,Single Family,204100
1915,1,1.0,3562,1984,40,High,6.76,2,0,1,10.0,4.93,1,Excellent,Single Family,380700
2294,3,2.0,7411,1998,26,Low,11.3,0,0,1,7.0,0.03,0,Good,Single Family,226600
1379,4,3.0,8239,1992,32,Premium,0.94,0,0,1,2.0,1.02,0,Good,Multi-Family,377600
1694,4,3.0,1887,1990,34,Premium,14.58,1,0,1,5.0,0.09,0,Good,Single Family,403400
2506,3,3.0,9161,1986,38,High,6.49,1,0,0,8.0,0.3,0,Excellent,Single Family,557500
1739,4,1.5,4335,2006,18,High,9.37,1,0,1,1.0,0.74,0,Good,Single Family,277500
3209,3,1.0,13989,1991,33,Low,28.44,1,0,1,1.0,2.1,1,Poor,Single Family,158300
1720,1,1.0,9834,1996,28,Premium,0.7,1,1,0,3.0,5.64,1,Excellent,Condo,513800
2157,4,3.5,6600,2010,14,Premium,18.52,1,0,1,3.0,5.94,0,Excellent,Single Family,566400
2653,4,2.0,5392,1963,61,Premium,1.08,0,0,1,7.0,2.87,1,Good,Single Family,666100
1007,4,1.0,7633,2017,7,High,3.99,0,0,1,,7.9,1,Excellent,Single Family,262200
767,1,1.0,10145,2002,22,Medium,15.25,2,0,1,7.0,2.08,0,Good,Townhouse,121500
932,5,4.0,7911,1983,41,Premium,18.94,2,0,0,4.0,6.6,0,Good,Single Family,267400
2884,4,2.5,7240,1973,51,Medium,5.65,1,0,1,2.0,1.82,0,Good,Single Family,362800
1614,4,2.5,8204,1969,55,High,7.21,2,1,1,2.0,0.97,1,Good,Condo,344400
3791,4,2.5,5886,2018,6,Low,9.85,2,0,0,10.0,7.45,1,Fair,Single Family,344700
1605,5,4.0,6799,1979,45,Premium,14.31,1,0,0,1.0,1.47,0,Fair,Townhouse,325500
2129,4,2.5,1000,1956,68,Low,1.04,2,0,1,9.0,2.1,0,Poor,Condo,171600
3079,4,3.5,11408,1985,39,Medium,13.29,3,0,0,7.0,1.2,1,Fair,Single Family,371700
3404,6,3.0,9046,1987,37,High,5.25,2,0,1,10.0,3.26,1,Good,Single Family,639000
3443,4,2.5,5293,2001,23,High,4.79,1,0,0,3.0,15.91,1,Good,Multi-Family,566000
2846,3,1.5,14646,1964,60,High,4.41,2,0,1,2.0,0.08,0,Fair,Condo,450400
2717,4,3.0,8305,1995,29,Medium,5.69,1,0,1,3.0,6.9,0,Excellent,Multi-Family,466400
2415,3,2.0,4373,1972,52,Low,23.21,2,0,0,7.0,0.01,0,Fair,Single Family,216600
2678,6,4.0,10462,1995,29,High,6.45,1,0,1,4.0,0.67,1,Good,Single Family,569000
2575,2,1.0,8650,1966,58,High,10.14,0,0,1,7.0,2.85,0,Good,Single Family,422400
2119,4,3.5,7358,1982,42,Medium,5.0,1,0,1,4.0,1.86,0,Excellent,Single Family,377800
1991,4,2.5,1626,2000,24,Medium,13.46,2,0,1,9.0,0.18,0,Good,Single Family,242900
1843,2,1.5,7908,1957,67,High,9.32,2,0,1,4.0,0.18,0,Excellent,Single Family,386000
2435,4,4.0,7226,2022,2,High,24.74,0,1,0,1.0,0.94,0,Good,Single Family,400200
